date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
04/10/2020;BOT;1;1;FLU;SERIE_A
04/10/2020;COR;1;1;SAO;SERIE_A
04/10/2020;FLA;3;1;ATH;SERIE_A
04/10/2020;BAH;1;2;SPO;SERIE_A
04/10/2020;FOR;0;0;ATG;SERIE_A
04/10/2020;GOI;2;3;SAN;SERIE_A
04/10/2020;ATL;4;1;VAS;SERIE_A
07/10/2020;COR;1;1;SAN;SERIE_A
07/10/2020;FLA;3;0;SPO;SERIE_A
07/10/2020;BAH;3;0;VAS;SERIE_A
07/10/2020;GRE;2;1;COR;SERIE_A
07/10/2020;SAO;3;0;ATG;SERIE_A
07/10/2020;GOI;2;4;FLU;SERIE_A
07/10/2020;BOT;2;1;PAL;SERIE_A
07/10/2020;FOR;2;1;ATL;SERIE_A
08/10/2020;ATH;0;0;CEA;SERIE_A
08/10/2020;RED;0;2;INT;SERIE_A
10/10/2020;VAS;1;2;FLA;SERIE_A
10/10/2020;PAL;0;2;SAO;SERIE_A
10/10/2020;COR;0;0;FOR;SERIE_A
10/10/2020;ATL;3;0;GOI;SERIE_A
11/10/2020;SAN;2;1;GRE;SERIE_A
11/10/2020;FLU;1;0;BAH;SERIE_A
11/10/2020;ATG;2;1;RED;SERIE_A
11/10/2020;SPO;1;2;BOT;SERIE_A
11/10/2020;INT;2;1;ATH;SERIE_A
11/10/2020;CEA;2;1;COR;SERIE_A
14/10/2020;PAL;1;3;COR;SERIE_A
14/10/2020;GRE;3;1;BOT;SERIE_A
14/10/2020;SAN;0;1;ATG;SERIE_A
14/10/2020;ATH;0;1;COR;SERIE_A
14/10/2020;ATL;1;1;FLU;SERIE_A
14/10/2020;SPO;3;5;INT;SERIE_A
15/10/2020;FLA;1;1;RED;SERIE_A
16/10/2020;GOI;1;1;BAH;SERIE_A
19/11/2020;VAS;0;0;FOR;SERIE_A
25/11/2020;CEA;1;1;SAO;SERIE_A
17/10/2020;ATG;1;1;ATH;SERIE_A
17/10/2020;FLU;2;2;CEA;SERIE_A
17/10/2020;COR;1;2;SAN;SERIE_A
17/10/2020;SAO;0;0;GRE;SERIE_A
18/10/2020;COR;1;5;FLA;SERIE_A
18/10/2020;INT;2;0;VAS;SERIE_A
18/10/2020;RED;2;0;SPO;SERIE_A
18/10/2020;FOR;2;0;PAL;SERIE_A
19/10/2020;BAH;3;1;ATL;SERIE_A
