date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
25/09/2021;CEA;1;0;CHA;SERIE_A
25/09/2021;COR;2;1;PAL;SERIE_A
25/09/2021;SAO;0;0;ATL;SERIE_A
26/09/2021;AME;1;1;FLA;SERIE_A
26/09/2021;INT;2;0;BAH;SERIE_A
26/09/2021;FLU;2;1;RED;SERIE_A
26/09/2021;JUV;3;0;SAN;SERIE_A
26/09/2021;SPO;0;1;FOR;SERIE_A
26/09/2021;ATH;4;2;GRE;SERIE_A
26/09/2021;ATG;0;0;CUI;SERIE_A
02/10/2021;CUI;0;2;AME;SERIE_A
02/10/2021;FOR;0;3;ATG;SERIE_A
02/10/2021;RED;2;2;COR;SERIE_A
02/10/2021;ATL;1;0;INT;SERIE_A
03/10/2021;CHA;1;1;SAO;SERIE_A
03/10/2021;FLA;3;0;ATH;SERIE_A
03/10/2021;GRE;1;2;SPO;SERIE_A
