date;home_team_id;home_team_goals;away_team_goals;away_team_id;tournament_id
05/10/2021;COR;3;1;BAH;SERIE_A
06/10/2021;CEA;0;0;INT;SERIE_A
06/10/2021;SPO;3;1;JUV;SERIE_A
06/10/2021;CHA;2;2;ATL;SERIE_A
06/10/2021;ATG;0;2;ATH;SERIE_A
06/10/2021;RED;1;1;FLA;SERIE_A
06/10/2021;FLU;0;2;FOR;SERIE_A
06/10/2021;AME;2;1;AME;SERIE_A
06/10/2021;GRE;2;2;CUI;SERIE_A
07/10/2021;SAO;1;1;SAN;SERIE_A
09/10/2021;FLU;0;0;ATG;SERIE_A
09/10/2021;ATL;3;1;CEA;SERIE_A
09/10/2021;SPO;1;0;COR;SERIE_A
09/10/2021;FOR;0;3;FLA;SERIE_A
09/10/2021;ATH;0;2;BAH;SERIE_A
09/10/2021;PAL;2;4;RED;SERIE_A
09/10/2021;JUV;1;1;AME;SERIE_A
10/10/2021;INT;5;2;CHA;SERIE_A
10/10/2021;SAN;1;0;GRE;SERIE_A
11/10/2021;CUI;0;0;SAO;SERIE_A
12/10/2021;RED;1;0;ATG;SERIE_A
12/10/2021;BAH;0;0;PAL;SERIE_A
13/10/2021;FLA;3;1;JUV;SERIE_A
13/10/2021;ATL;3;1;SAN;SERIE_A
13/10/2021;CHA;1;1;ATH;SERIE_A
13/10/2021;FOR;1;0;GRE;SERIE_A
13/10/2021;COR;1;0;FLU;SERIE_A
13/10/2021;INT;3;1;AME;SERIE_A
